model,run,condition,seed,subset,n_samples,bleu,chrf,chrfpp,ref_mode,alt_ref_rows_used,source_file
nllb-600m,baselines,TF-IDF-DIVERSE,789,tatoeba,1000,2.86,24.46,22.08,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/baselines/TF-IDF-DIVERSE/seed789/test_predictions.jsonl
nllb-600m,baselines,VOCAB-MAXIMIZED,123,combined,1455,3.05,27.56,24.87,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/baselines/VOCAB-MAXIMIZED/seed123/test_predictions.jsonl
nllb-600m,baselines,VOCAB-MAXIMIZED,123,structured,455,4.52,35.84,32.2,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/baselines/VOCAB-MAXIMIZED/seed123/test_predictions.jsonl
nllb-600m,baselines,VOCAB-MAXIMIZED,123,tatoeba,1000,2.63,25.4,22.91,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/baselines/VOCAB-MAXIMIZED/seed123/test_predictions.jsonl
nllb-600m,baselines,VOCAB-MAXIMIZED,2024,combined,1455,2.99,26.7,24.0,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/baselines/VOCAB-MAXIMIZED/seed2024/test_predictions.jsonl
nllb-600m,baselines,VOCAB-MAXIMIZED,2024,structured,455,4.65,36.35,32.39,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/baselines/VOCAB-MAXIMIZED/seed2024/test_predictions.jsonl
nllb-600m,baselines,VOCAB-MAXIMIZED,2024,tatoeba,1000,2.49,24.24,21.81,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/baselines/VOCAB-MAXIMIZED/seed2024/test_predictions.jsonl
nllb-600m,baselines,VOCAB-MAXIMIZED,42,combined,1455,3.2,27.26,24.53,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/baselines/VOCAB-MAXIMIZED/seed42/test_predictions.jsonl
nllb-600m,baselines,VOCAB-MAXIMIZED,42,structured,455,4.43,35.95,31.99,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/baselines/VOCAB-MAXIMIZED/seed42/test_predictions.jsonl
nllb-600m,baselines,VOCAB-MAXIMIZED,42,tatoeba,1000,2.87,24.96,22.52,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/baselines/VOCAB-MAXIMIZED/seed42/test_predictions.jsonl
nllb-600m,baselines,VOCAB-MAXIMIZED,456,combined,1455,2.98,26.95,24.35,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/baselines/VOCAB-MAXIMIZED/seed456/test_predictions.jsonl
nllb-600m,baselines,VOCAB-MAXIMIZED,456,structured,455,5.39,35.65,32.02,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/baselines/VOCAB-MAXIMIZED/seed456/test_predictions.jsonl
nllb-600m,baselines,VOCAB-MAXIMIZED,456,tatoeba,1000,2.32,24.71,22.34,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/baselines/VOCAB-MAXIMIZED/seed456/test_predictions.jsonl
nllb-600m,baselines,VOCAB-MAXIMIZED,789,combined,1455,3.69,27.09,24.51,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/baselines/VOCAB-MAXIMIZED/seed789/test_predictions.jsonl
nllb-600m,baselines,VOCAB-MAXIMIZED,789,structured,455,6.1,35.35,31.86,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/baselines/VOCAB-MAXIMIZED/seed789/test_predictions.jsonl
nllb-600m,baselines,VOCAB-MAXIMIZED,789,tatoeba,1000,3.07,24.94,22.54,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/baselines/VOCAB-MAXIMIZED/seed789/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K,123,combined,1455,4.25,29.94,27.0,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K/seed123/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K,123,structured,455,5.44,37.04,33.08,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K/seed123/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K,123,tatoeba,1000,3.88,28.07,25.39,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K/seed123/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K,2024,combined,1455,4.33,31.13,27.78,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K/seed2024/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K,2024,structured,455,3.42,36.53,31.82,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K/seed2024/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K,2024,tatoeba,1000,4.51,29.66,26.69,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K/seed2024/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K,42,combined,1455,3.93,29.13,26.24,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K/seed42/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K,42,structured,455,4.76,34.78,31.07,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K/seed42/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K,42,tatoeba,1000,3.65,27.54,24.87,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K/seed42/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K,456,combined,1455,4.01,29.27,26.61,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K/seed456/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K,456,structured,455,4.43,35.23,31.99,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K/seed456/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K,456,tatoeba,1000,3.82,27.67,25.14,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K/seed456/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K,789,combined,1455,3.99,30.14,27.01,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K/seed789/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K,789,structured,455,4.13,33.4,30.05,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K/seed789/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K,789,tatoeba,1000,3.94,29.2,26.12,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K/seed789/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K_STRUCTURED-4K,123,combined,1455,25.5,43.33,41.53,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K_STRUCTURED-4K/seed123/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K_STRUCTURED-4K,123,structured,455,96.09,97.95,97.9,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K_STRUCTURED-4K/seed123/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K_STRUCTURED-4K,123,tatoeba,1000,3.82,29.34,26.27,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K_STRUCTURED-4K/seed123/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K_STRUCTURED-4K,2024,combined,1455,26.2,43.4,41.54,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K_STRUCTURED-4K/seed2024/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K_STRUCTURED-4K,2024,structured,455,96.49,98.07,98.0,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K_STRUCTURED-4K/seed2024/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K_STRUCTURED-4K,2024,tatoeba,1000,4.23,29.27,26.15,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K_STRUCTURED-4K/seed2024/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K_STRUCTURED-4K,42,combined,1455,22.4,41.3,39.72,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K_STRUCTURED-4K/seed42/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K_STRUCTURED-4K,42,structured,455,92.53,96.25,95.94,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K_STRUCTURED-4K/seed42/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K_STRUCTURED-4K,42,tatoeba,1000,3.5,27.62,24.94,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K_STRUCTURED-4K/seed42/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K_STRUCTURED-4K,456,combined,1455,24.69,42.14,40.5,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K_STRUCTURED-4K/seed456/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K_STRUCTURED-4K,456,structured,455,94.24,96.83,96.74,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K_STRUCTURED-4K/seed456/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K_STRUCTURED-4K,456,tatoeba,1000,3.55,28.09,25.28,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K_STRUCTURED-4K/seed456/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K_STRUCTURED-4K,789,combined,1455,24.63,42.47,40.88,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K_STRUCTURED-4K/seed789/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K_STRUCTURED-4K,789,structured,455,95.82,97.55,97.49,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K_STRUCTURED-4K/seed789/test_predictions.jsonl
nllb-600m,exp1,RANDOM-10K_STRUCTURED-4K,789,tatoeba,1000,3.93,28.47,25.71,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-10K_STRUCTURED-4K/seed789/test_predictions.jsonl
nllb-600m,exp1,RANDOM-4K,123,combined,1455,3.53,28.61,25.56,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-4K/seed123/test_predictions.jsonl
nllb-600m,exp1,RANDOM-4K,123,structured,455,4.58,34.67,30.5,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-4K/seed123/test_predictions.jsonl
nllb-600m,exp1,RANDOM-4K,123,tatoeba,1000,3.2,27.01,24.25,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-4K/seed123/test_predictions.jsonl
nllb-600m,exp1,RANDOM-4K,2024,combined,1455,3.6,28.88,25.89,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-4K/seed2024/test_predictions.jsonl
nllb-600m,exp1,RANDOM-4K,2024,structured,455,3.85,35.24,31.18,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-4K/seed2024/test_predictions.jsonl
nllb-600m,exp1,RANDOM-4K,2024,tatoeba,1000,3.5,27.22,24.49,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-4K/seed2024/test_predictions.jsonl
nllb-600m,exp1,RANDOM-4K,42,combined,1455,3.67,29.02,25.89,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-4K/seed42/test_predictions.jsonl
nllb-600m,exp1,RANDOM-4K,42,structured,455,4.24,35.83,31.59,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-4K/seed42/test_predictions.jsonl
nllb-600m,exp1,RANDOM-4K,42,tatoeba,1000,3.53,27.26,24.39,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-4K/seed42/test_predictions.jsonl
nllb-600m,exp1,RANDOM-4K,456,combined,1455,3.88,29.2,26.07,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-4K/seed456/test_predictions.jsonl
nllb-600m,exp1,RANDOM-4K,456,structured,455,4.65,35.68,31.4,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-4K/seed456/test_predictions.jsonl
nllb-600m,exp1,RANDOM-4K,456,tatoeba,1000,3.69,27.5,24.65,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-4K/seed456/test_predictions.jsonl
nllb-600m,exp1,RANDOM-4K,789,combined,1455,3.97,29.45,26.45,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-4K/seed789/test_predictions.jsonl
nllb-600m,exp1,RANDOM-4K,789,structured,455,4.98,36.02,32.0,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-4K/seed789/test_predictions.jsonl
nllb-600m,exp1,RANDOM-4K,789,tatoeba,1000,3.71,27.75,24.99,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-4K/seed789/test_predictions.jsonl
nllb-600m,exp1,RANDOM-6K_STRUCTURED-4K,123,combined,1455,25.91,42.81,41.1,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-6K_STRUCTURED-4K/seed123/test_predictions.jsonl
nllb-600m,exp1,RANDOM-6K_STRUCTURED-4K,123,structured,455,96.38,97.75,97.73,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-6K_STRUCTURED-4K/seed123/test_predictions.jsonl
nllb-600m,exp1,RANDOM-6K_STRUCTURED-4K,123,tatoeba,1000,3.53,28.65,25.7,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-6K_STRUCTURED-4K/seed123/test_predictions.jsonl
nllb-600m,exp1,RANDOM-6K_STRUCTURED-4K,2024,combined,1455,25.85,42.32,40.73,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-6K_STRUCTURED-4K/seed2024/test_predictions.jsonl
nllb-600m,exp1,RANDOM-6K_STRUCTURED-4K,2024,structured,455,95.34,97.12,97.11,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-6K_STRUCTURED-4K/seed2024/test_predictions.jsonl
nllb-600m,exp1,RANDOM-6K_STRUCTURED-4K,2024,tatoeba,1000,3.98,28.2,25.39,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-6K_STRUCTURED-4K/seed2024/test_predictions.jsonl
nllb-600m,exp1,RANDOM-6K_STRUCTURED-4K,42,combined,1455,24.86,41.98,40.44,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-6K_STRUCTURED-4K/seed42/test_predictions.jsonl
nllb-600m,exp1,RANDOM-6K_STRUCTURED-4K,42,structured,455,94.37,96.84,96.69,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-6K_STRUCTURED-4K/seed42/test_predictions.jsonl
nllb-600m,exp1,RANDOM-6K_STRUCTURED-4K,42,tatoeba,1000,4.04,28.06,25.36,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-6K_STRUCTURED-4K/seed42/test_predictions.jsonl
nllb-600m,exp1,RANDOM-6K_STRUCTURED-4K,456,combined,1455,24.7,42.07,40.47,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-6K_STRUCTURED-4K/seed456/test_predictions.jsonl
nllb-600m,exp1,RANDOM-6K_STRUCTURED-4K,456,structured,455,94.02,97.04,96.75,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-6K_STRUCTURED-4K/seed456/test_predictions.jsonl
nllb-600m,exp1,RANDOM-6K_STRUCTURED-4K,456,tatoeba,1000,4.08,27.97,25.28,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-6K_STRUCTURED-4K/seed456/test_predictions.jsonl
nllb-600m,exp1,RANDOM-6K_STRUCTURED-4K,789,combined,1455,26.03,42.93,41.17,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-6K_STRUCTURED-4K/seed789/test_predictions.jsonl
nllb-600m,exp1,RANDOM-6K_STRUCTURED-4K,789,structured,455,95.44,97.82,97.72,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-6K_STRUCTURED-4K/seed789/test_predictions.jsonl
nllb-600m,exp1,RANDOM-6K_STRUCTURED-4K,789,tatoeba,1000,3.97,28.66,25.65,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/RANDOM-6K_STRUCTURED-4K/seed789/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-2K,123,combined,1455,23.74,31.1,31.03,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-2K/seed123/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-2K,123,structured,455,95.88,97.56,97.52,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-2K/seed123/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-2K,123,tatoeba,1000,0.79,13.08,12.28,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-2K/seed123/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-2K,2024,combined,1455,21.62,30.26,30.3,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-2K/seed2024/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-2K,2024,structured,455,94.92,97.19,97.11,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-2K/seed2024/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-2K,2024,tatoeba,1000,0.57,12.52,11.91,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-2K/seed2024/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-2K,42,combined,1455,13.05,28.61,28.31,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-2K/seed42/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-2K,42,structured,455,95.81,97.64,97.58,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-2K/seed42/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-2K,42,tatoeba,1000,0.3,11.5,10.73,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-2K/seed42/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-2K,456,combined,1455,21.71,30.18,30.16,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-2K/seed456/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-2K,456,structured,455,95.21,97.46,97.38,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-2K/seed456/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-2K,456,tatoeba,1000,0.72,12.34,11.65,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-2K/seed456/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-2K,789,combined,1455,23.67,31.28,31.25,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-2K/seed789/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-2K,789,structured,455,96.45,98.22,98.13,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-2K/seed789/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-2K,789,tatoeba,1000,0.59,13.06,12.37,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-2K/seed789/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-4K-ONLY,123,combined,1455,21.96,29.89,29.85,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-4K-ONLY/seed123/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-4K-ONLY,123,structured,455,96.19,97.74,97.74,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-4K-ONLY/seed123/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-4K-ONLY,123,tatoeba,1000,0.54,11.88,11.11,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-4K-ONLY/seed123/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-4K-ONLY,2024,combined,1455,22.53,30.64,30.57,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-4K-ONLY/seed2024/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-4K-ONLY,2024,structured,455,96.15,97.81,97.78,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-4K-ONLY/seed2024/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-4K-ONLY,2024,tatoeba,1000,0.53,12.69,11.9,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-4K-ONLY/seed2024/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-4K-ONLY,42,combined,1455,23.18,30.91,30.78,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-4K-ONLY/seed42/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-4K-ONLY,42,structured,455,96.54,97.97,97.94,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-4K-ONLY/seed42/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-4K-ONLY,42,tatoeba,1000,0.71,12.85,12.01,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-4K-ONLY/seed42/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-4K-ONLY,456,combined,1455,19.1,30.06,29.99,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-4K-ONLY/seed456/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-4K-ONLY,456,structured,455,95.4,97.06,96.99,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-4K-ONLY/seed456/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-4K-ONLY,456,tatoeba,1000,0.51,12.92,12.17,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-4K-ONLY/seed456/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-4K-ONLY,789,combined,1455,23.17,30.56,30.5,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-4K-ONLY/seed789/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-4K-ONLY,789,structured,455,96.21,97.8,97.78,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-4K-ONLY/seed789/test_predictions.jsonl
nllb-600m,exp1,STRUCTURED-4K-ONLY,789,tatoeba,1000,0.58,12.79,11.95,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp1/STRUCTURED-4K-ONLY/seed789/test_predictions.jsonl
nllb-600m,exp2,RANDOM-1000,123,combined,1455,2.67,22.29,20.07,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/RANDOM-1000/seed123/test_predictions.jsonl
